Mon Sep  2 18:04:27 2024    profiler_stats.prof

         4895102 function calls (4595255 primitive calls) in 5.436 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       16    0.000    0.000    0.000    0.000 numbers.py:18(_int_arith_flags)
       35    0.000    0.000    0.000    0.000 bytecode.py:239(__iter__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:420(__exit__)
        1    0.000    0.000    0.000    0.000 ir.py:439(build_list)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:172(_path_isabs)
        6    0.000    0.000    0.000    0.000 ir.py:1063(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:666(_classify_pyc)
       37    0.000    0.000    0.000    0.000 models.py:251(from_return)
       24    0.000    0.000    0.000    0.000 abstract.py:104(mangling_args)
       35    0.000    0.000    0.000    0.000 interpreter.py:1879(op_NOP)
       29    0.000    0.000    0.000    0.000 caching.py:82(load_overload)
       27    0.000    0.000    0.000    0.000 dispatcher.py:218(<genexpr>)
       21    0.000    0.000    0.000    0.000 byteflow.py:1748(peek)
       28    0.000    0.000    0.000    0.000 containers.py:272(__getitem__)
       10    0.000    0.000    0.000    0.000 numpy_support.py:222(map_layout)
        1    0.000    0.000    0.000    0.000 models.py:364(__init__)
       37    0.000    0.000    0.000    0.000 compiler_machinery.py:256(finalized)
       23    0.000    0.000    0.000    0.000 caching.py:85(save_overload)
        8    0.000    0.000    0.000    0.000 imputils.py:28(lower)
        4    0.000    0.000    0.000    0.000 inspect.py:1822(_shadowed_dict)
       27    0.000    0.000    0.000    0.000 funcdesc.py:108(llvm_func_name)
       35    0.000    0.000    0.000    0.000 interpreter.py:1882(op_RESUME)
        6    0.000    0.000    0.000    0.000 __init__.py:466(__repr__)
        6    0.000    0.000    0.000    0.000 inspect.py:2528(<lambda>)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
        9    0.000    0.000    0.000    0.000 ir.py:1075(__str__)
       30    0.000    0.000    0.000    0.000 templates.py:173(generic)
       35    0.000    0.000    0.000    0.000 byteflow.py:2015(graph)
       24    0.000    0.000    0.000    0.000 dufunc.py:235(nout)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
       14    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
       15    0.000    0.000    0.000    0.000 pythonapi.py:102(__init__)
        1    0.000    0.000    0.000    0.000 ir_utils.py:1774(__init__)
        4    0.000    0.000    0.000    0.000 byteflow.py:1238(op_SWAP)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
       10    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        7    0.000    0.000    0.000    0.000 ir.py:729(__init__)
       12    0.000    0.000    0.000    0.000 inspect.py:1181(__init__)
       13    0.000    0.000    0.000    0.000 _parser.py:83(groups)
       32    0.000    0.000    0.000    0.000 typeinfer.py:1780(unify_finished)
       28    0.000    0.000    0.000    0.000 values.py:867(_expand)
       27    0.000    0.000    0.000    0.000 debuginfo.py:63(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:372(release)
       29    0.000    0.000    0.000    0.000 dispatcher.py:124(_customize_flags)
       23    0.000    0.000    0.000    0.000 codegen.py:546(codegen)
        2    0.000    0.000    0.000    0.000 cpu.py:262(get_ufunc_info)
        2    0.000    0.000    0.000    0.000 inspect.py:2482(_descriptor_get)
       27    0.000    0.000    0.000    0.000 callconv.py:370(_make_call_helper)
        1    0.000    0.000    0.000    0.000 ir.py:485(exhaust_iter)
        2    0.000    0.000    0.000    0.000 scalars.py:66(minval)
       27    0.000    0.000    0.000    0.000 debuginfo.py:73(mark_subprogram)
       10    0.000    0.000    0.000    0.000 npyimpl.py:80(create_iter_indices)
       10    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
       10    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 pythonapi.py:110(__init__)
       27    0.000    0.000    0.000    0.000 lowering.py:79(init)
        2    0.000    0.000    0.000    0.000 untyped_passes.py:1126(ensure_no_nested_unroll)
       26    0.000    0.000    0.000    0.000 models.py:448(get_value_type)
       12    0.000    0.000    0.000    0.000 imputils.py:260(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:982(find_spec)
        7    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        4    0.000    0.000    0.000    0.000 copyreg.py:41(_reconstructor)
       24    0.000    0.000    0.000    0.000 values.py:957(basic_blocks)
        6    0.000    0.000    0.000    0.000 interpreter.py:1759(get_closure_value)
       27    0.000    0.000    0.000    0.000 codegen.py:542(recorded_timings)
        3    0.000    0.000    0.000    0.000 untyped_passes.py:1531(get_analysis_usage)
       16    0.000    0.000    0.000    0.000 utils.py:585(chain_exception)
        1    0.000    0.000    0.000    0.000 analysis.py:597(rewrite_statement)
       14    0.000    0.000    0.000    0.000 <frozen _collections_abc>:341(__subclasshook__)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
       27    0.000    0.000    0.000    0.000 debuginfo.py:79(finalize)
        4    0.000    0.000    0.000    0.000 npyfuncs.py:41(<genexpr>)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:288(__subclasshook__)
       19    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        2    0.000    0.000    0.000    0.000 callwrapper.py:11(__init__)
       18    0.000    0.000    0.000    0.000 _parser.py:113(__init__)
        4    0.000    0.000    0.000    0.000 npyimpl.py:636(__init__)
       18    0.000    0.000    0.000    0.000 abstract.py:488(__init__)
        7    0.000    0.000    0.000    0.000 ir.py:1320(clear)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:699(_validate_timestamp_pyc)
        6    0.000    0.000    0.000    0.000 {method '_varname_from_oparg' of 'code' objects}
        2    0.000    0.000    0.000    0.000 containers.py:217(__iter__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1128(find_spec)
       14    0.000    0.000    0.000    0.000 typeinfer.py:425(__init__)
       22    0.000    0.000    0.000    0.000 models.py:242(as_return)
        4    0.000    0.000    0.000    0.000 npyimpl.py:464(_unpack_output_values)
        9    0.000    0.000    0.000    0.000 functions.py:692(get_impl_key)
        4    0.000    0.000    0.000    0.000 values.py:653(add)
       14    0.000    0.000    0.000    0.000 typeinfer.py:443(__init__)
       13    0.000    0.000    0.000    0.000 ssa.py:330(__init__)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:435(__subclasshook__)
       10    0.000    0.000    0.000    0.000 __init__.py:429(<genexpr>)
        2    0.000    0.000    0.000    0.000 hashing.py:276(float_hash)
        1    0.000    0.000    0.000    0.000 literal.py:16(literal_unroll_impl)
        1    0.000    0.000    0.000    0.000 dispatcher.py:236(_compilation_chain_init_hook)
        6    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 _parser.py:231(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:1759(__init__)
        4    0.000    0.000    0.000    0.000 npyimpl.py:471(_pack_output_values)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:491(_verbose_message)
        1    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.000    0.000 _compiler.py:467(_get_charset_prefix)
       16    0.000    0.000    0.000    0.000 common.py:76(as_array)
       16    0.000    0.000    0.000    0.000 errors.py:542(highlight)
        3    0.000    0.000    0.000    0.000 builtins.py:976(impl)
        9    0.000    0.000    0.000    0.000 typeinfer.py:713(__init__)
        2    0.000    0.000    0.000    0.000 cpu_options.py:74(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:82(remove)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        1    0.000    0.000    0.000    0.000 _parser.py:449(_uniq)
        4    0.000    0.000    0.000    0.000 byteflow.py:1761(swap)
        2    0.000    0.000    0.000    0.000 callwrapper.py:92(__init__)
       13    0.000    0.000    0.000    0.000 inline_closurecall.py:135(<lambda>)
        4    0.000    0.000    0.000    0.000 containers.py:239(mangling_args)
        6    0.000    0.000    0.000    0.000 ir.py:1686(__new__)
        1    0.000    0.000    0.000    0.000 npytypes.py:629(__init__)
        2    0.000    0.000    0.000    0.000 values.py:1018(is_declaration)
        2    0.000    0.000    0.000    0.000 controlflow.py:55(__hash__)
        1    0.000    0.000    0.000    0.000 _compiler.py:436(_get_literal_prefix)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:74(__new__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:67(_relax_case)
        1    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        7    0.000    0.000    0.000    0.000 containers.py:220(__len__)
        8    0.000    0.000    0.000    0.000 instructions.py:288(value)
        8    0.000    0.000    0.000    0.000 cgutils.py:202(_getpointer)
        8    0.000    0.000    0.000    0.000 models.py:503(inner_models)
        2    0.000    0.000    0.000    0.000 ir_utils.py:43(update)
       12    0.000    0.000    0.000    0.000 interpreter.py:1790(code_freevars)
        4    0.000    0.000    0.000    0.000 callwrapper.py:224(debug_print)
        3    0.000    0.000    0.000    0.000 typeinfer.py:239(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:445(cb)
        3    0.000    0.000    0.000    0.000 ir_utils.py:39(next)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:643(_check_name_wrapper)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1226(__exit__)
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:131(_unpack_tuple)
        8    0.000    0.000    0.000    0.000 typeof.py:115(_typeof_bool)
        2    0.000    0.000    0.000    0.000 dufunc.py:227(targetoptions)
       12    0.000    0.000    0.000    0.000 misc.py:128(key)
        8    0.000    0.000    0.000    0.000 cgutils.py:640(<lambda>)
        2    0.000    0.000    0.000    0.000 typeinfer.py:494(__init__)
        2    0.000    0.000    0.000    0.000 typeinfer.py:460(__init__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1222(__enter__)
        1    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
        4    0.000    0.000    0.000    0.000 typeof.py:163(_typeof_none)
        2    0.000    0.000    0.000    0.000 controlflow.py:52(__eq__)
        1    0.000    0.000    0.000    0.000 inline_closurecall.py:818(_get_all_scopes)
        7    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
       10    0.000    0.000    0.000    0.000 npyimpl.py:46(update_indices)
        6    0.000    0.000    0.000    0.000 functions.py:382(get_impl_key)
        7    0.000    0.000    0.000    0.000 transforms.py:312(replace)
        3    0.000    0.000    0.000    0.000 builtins.py:941(ol_getattr_2)
       10    0.000    0.000    0.000    0.000 npyimpl.py:83(load_data)
        5    0.000    0.000    0.000    0.000 listobj.py:158(dtype)
        1    0.000    0.000    0.000    0.000 {method 'flatten' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:79(__init__)
        4    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        2    0.000    0.000    0.000    0.000 types.py:187(__eq__)
        4    0.000    0.000    0.000    0.000 npydecl.py:88(ufunc)
        1    0.000    0.000    0.000    0.000 typeinfer.py:285(__init__)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
        1    0.000    0.000    0.000    0.000 {built-in method nt._path_splitroot}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        3    0.000    0.000    0.000    0.000 common.py:21(iterator_type)
        1    0.000    0.000    0.000    0.000 values.py:384(inttoptr)
        1    0.000    0.000    0.000    0.000 ir_utils.py:63(next_label)
        5    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
        1    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        3    0.000    0.000    0.000    0.000 values.py:649(__init__)
        6    0.000    0.000    0.000    0.000 typeof.py:120(_typeof_float)
        5    0.000    0.000    0.000    0.000 extending.py:161(ov_wrap)
       10    0.000    0.000    0.000    0.000 npyimpl.py:49(as_values)
        2    0.000    0.000    0.000    0.000 listobj.py:183(set_dirty)
        3    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        3    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        6    0.000    0.000    0.000    0.000 ir.py:1078(infer_constant)
        2    0.000    0.000    0.000    0.000 setobj.py:419(set_dirty)
        1    0.000    0.000    0.000    0.000 boxing.py:635(_NumbaTypeHelper)
        5    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        5    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.000    0.000 ir_utils.py:1773(DummyPipeline)
        1    0.000    0.000    0.000    0.000 typed_passes.py:880(__init__)
        3    0.000    0.000    0.000    0.000 setobj.py:176(ptr)
        3    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        2    0.000    0.000    0.000    0.000 _compiler.py:570(isstring)
