GUID,Column Mark No,X,Y,Z Base,Z Top,Type Name,Shape,B,H
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a76e,,5021.52,-13372,116800.05,120250.08,Column Rectangular Precast Concrete_HERA22,Rectangle,400,2500
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a76f,,6.53,-13372,116800.05,120250.08,Column Rectangular Precast Concrete_HERA22,Rectangle,400,1200
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a773,,21171.52,-25722,116799.96,120249.99,Column Rectangular Precast Concrete_HERA22,Rectangle,300,2000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a776,,24841.52,-25722,116799.96,120249.99,Column Rectangular Precast Concrete_HERA22,Rectangle,300,2000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a77a,,50540.62,-27467.5,120249.97,123700,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a77d,,5506.52,-2272,120250.06,123700.09,Column Circular Concrete_HERA22,Circular,750,0
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a780,,-1088.46,-27440.91,120249.99,123700.02,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a783,,4710.8,-27414.36,120249.99,123700.02,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a784,,12922.57,-27412.36,120249.99,123700.02,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a785,,40812.08,-27414.09,120249.99,123700.02,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a786,,32397.75,-27408.56,120249.99,123700.02,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a78a,,45711.52,-5171.97,120250.06,123700.09,Column Circular Concrete_HERA22,Circular,850,0
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a78b,,12916.52,-18972,120250.08,123700.11,Column Rectangular Precast Concrete_HERA22,Rectangle,500,1000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a791,,13606.52,-12672,120250.12,123700.15,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a795,,32406.52,-13272,120250.12,123700.15,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a79c,,32406.52,-20000,120250.08,123700.11,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a79e,,5021.52,-22092,120250.08,123700.11,Column Rectangular Precast Concrete_HERA22,Rectangle,400,2500
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a7a1,,-43.47,-22092,120250.08,123700.11,Column Rectangular Precast Concrete_HERA22,Rectangle,400,1200
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a7a4,,5021.52,-13372,120250.08,123700.11,Column Rectangular Precast Concrete_HERA22,Rectangle,400,2500
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a7a5,,6.53,-13372,120250.08,123700.11,Column Rectangular Precast Concrete_HERA22,Rectangle,400,1200
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a7a9,,21171.52,-25722,120249.99,123700.02,Column Rectangular Precast Concrete_HERA22,Rectangle,300,2000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a7ac,,24841.52,-25722,120249.99,123700.02,Column Rectangular Precast Concrete_HERA22,Rectangle,300,2000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a7b0,,50540.62,-27467.5,123700,127149.72,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a7b3,,5506.52,-2272,123700.09,127149.81,Column Circular Concrete_HERA22,Circular,750,0
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a7b6,,-1088.46,-27440.91,123700.02,127149.74,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a7b9,,4710.8,-27414.36,123700.02,127149.74,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a7ba,,12922.57,-27412.36,123700.02,127149.74,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a7bb,,40812.08,-27414.09,123700.02,127149.74,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a7bc,,32397.75,-27408.56,123700.02,127149.74,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a7c0,,45711.52,-5171.97,123700.09,127149.81,Column Circular Concrete_HERA22,Circular,850,0
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a7c1,,12916.52,-18972,123700.11,127149.84,Column Rectangular Precast Concrete_HERA22,Rectangle,500,1000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a7c7,,13606.52,-12672,123700.15,127149.88,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a7cb,,32406.52,-13272,123700.15,127149.88,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a7d2,,32406.52,-20000,123700.11,127149.84,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a7d4,,5021.52,-22092,123700.11,127149.84,Column Rectangular Precast Concrete_HERA22,Rectangle,400,2500
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a7d7,,-43.47,-22092,123700.11,127149.84,Column Rectangular Precast Concrete_HERA22,Rectangle,400,1200
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a7da,,5021.52,-13372,123700.11,127149.84,Column Rectangular Precast Concrete_HERA22,Rectangle,400,2500
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a7db,,6.53,-13372,123700.11,127149.84,Column Rectangular Precast Concrete_HERA22,Rectangle,400,1200
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a7df,,21171.52,-25722,123700.02,127149.74,Column Rectangular Precast Concrete_HERA22,Rectangle,300,2000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a7e2,,24841.52,-25722,123700.02,127149.74,Column Rectangular Precast Concrete_HERA22,Rectangle,300,2000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a7e9,,50540.62,-27467.5,127149.72,130599.75,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a7ec,,5506.52,-2272,127149.81,130599.84,Column Circular Concrete_HERA22,Circular,750,0
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a7ef,,-1088.46,-27440.91,127149.74,130599.76,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a7f2,,4710.8,-27414.36,127149.74,130599.76,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a7f3,,12922.57,-27412.36,127149.74,130599.76,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a7f4,,40812.08,-27414.09,127149.74,130599.76,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a7f5,,32397.75,-27408.56,127149.74,130599.76,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a7f9,,45711.52,-5171.97,127149.81,130599.84,Column Circular Concrete_HERA22,Circular,850,0
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a7fa,,12916.52,-18972,127149.84,130599.87,Column Rectangular Precast Concrete_HERA22,Rectangle,500,1000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a800,,13606.52,-12672,127149.88,130599.91,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a804,,32406.52,-13272,127149.88,130599.91,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a80b,,32406.52,-20000,127149.84,130599.87,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a80d,,5021.52,-22092,127149.84,130599.87,Column Rectangular Precast Concrete_HERA22,Rectangle,400,2500
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a810,,-43.47,-22092,127149.84,130599.87,Column Rectangular Precast Concrete_HERA22,Rectangle,400,1200
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a813,,5021.52,-13372,127149.84,130599.87,Column Rectangular Precast Concrete_HERA22,Rectangle,400,2500
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a814,,6.53,-13372,127149.84,130599.87,Column Rectangular Precast Concrete_HERA22,Rectangle,400,1200
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a818,,21171.52,-25722,127149.74,130599.76,Column Rectangular Precast Concrete_HERA22,Rectangle,300,2000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a81b,,24841.52,-25722,127149.74,130599.76,Column Rectangular Precast Concrete_HERA22,Rectangle,300,2000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a822,,50540.62,-27467.5,130599.75,134049.78,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a825,,5506.52,-2272,130599.84,134049.87,Column Circular Concrete_HERA22,Circular,750,0
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a828,,-1088.46,-27440.91,130599.76,134049.79,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a82b,,4710.8,-27414.36,130599.76,134049.79,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a82c,,12922.57,-27412.36,130599.76,134049.79,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a82d,,40812.08,-27414.09,130599.76,134049.79,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a82e,,32397.75,-27408.56,130599.76,134049.79,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a832,,45711.52,-5171.97,130599.84,134049.87,Column Circular Concrete_HERA22,Circular,850,0
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a833,,12916.52,-18972,130599.87,134049.9,Column Rectangular Precast Concrete_HERA22,Rectangle,500,1000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a839,,13606.52,-12672,130599.91,134049.94,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a83d,,32406.52,-13272,130599.91,134049.94,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a844,,32406.52,-20000,130599.87,134049.9,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a846,,5021.52,-22092,130599.87,134049.9,Column Rectangular Precast Concrete_HERA22,Rectangle,400,2500
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a849,,-43.47,-22092,130599.87,134049.9,Column Rectangular Precast Concrete_HERA22,Rectangle,400,1200
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a84c,,5021.52,-13372,130599.87,134049.9,Column Rectangular Precast Concrete_HERA22,Rectangle,400,2500
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a84d,,6.53,-13372,130599.87,134049.9,Column Rectangular Precast Concrete_HERA22,Rectangle,400,1200
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a851,,21171.52,-25722,130599.76,134049.79,Column Rectangular Precast Concrete_HERA22,Rectangle,300,2000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a854,,24841.52,-25722,130599.76,134049.79,Column Rectangular Precast Concrete_HERA22,Rectangle,300,2000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a85b,,50540.62,-27467.5,134049.78,141499.78,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a85e,,5506.52,-2272,134049.87,141000,Column Circular Concrete_HERA22,Circular,750,0
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a861,,-1088.46,-27440.91,134049.79,141499.79,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a864,,4710.8,-27414.36,134049.79,141499.79,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a865,,12922.57,-27412.36,134049.79,141499.79,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a866,,40812.08,-27414.09,134049.79,141499.79,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a867,,32397.75,-27408.56,134049.79,141499.79,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a86b,,45711.52,-5171.97,134049.87,141000,Column Circular Concrete_HERA22,Circular,850,0
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a86c,,12916.52,-18972,134049.9,141100,Column Rectangular Precast Concrete_HERA22,Rectangle,500,1000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a872,,13606.52,-12672,134049.94,141300,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a876,,32406.52,-13272,134049.94,141300,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a87d,,32406.52,-20000,134049.9,141100,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a87f,,5021.52,-22092,134049.9,141100,Column Rectangular Precast Concrete_HERA22,Rectangle,400,2500
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a882,,-43.47,-22092,134049.9,141100,Column Rectangular Precast Concrete_HERA22,Rectangle,400,1200
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a885,,5021.52,-13372,134049.9,141100,Column Rectangular Precast Concrete_HERA22,Rectangle,400,2500
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a886,,6.53,-13372,134049.9,141100,Column Rectangular Precast Concrete_HERA22,Rectangle,400,1200
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a88a,,21171.52,-25722,134049.79,141499.79,Column Rectangular Precast Concrete_HERA22,Rectangle,300,2000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a88d,,24841.52,-25722,134049.79,141499.79,Column Rectangular Precast Concrete_HERA22,Rectangle,300,2000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a891,,50500,-27457.93,141499.78,144500,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a894,,-1088.46,-27440.91,141499.79,144500,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a897,,4710.8,-27414.36,141499.79,144500,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a898,,12902.88,-27387.07,141499.79,144500,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a899,,40812.08,-27414.09,141499.79,144500,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a89a,,32406.52,-26747,141499.79,144500,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a89b,,21171.52,-25722,141499.79,144500,Column Rectangular Precast Concrete_HERA22,Rectangle,300,2000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a89e,,24841.52,-25722,141499.79,144500,Column Rectangular Precast Concrete_HERA22,Rectangle,300,2000
f7f842eb-c0f0-424a-94d0-cccb70e9078c-00170848,,5216.52,-8171.54,16200,19800,Column Rectangular Concrete_HERA22,Rectangle,500,500
f7f842eb-c0f0-424a-94d0-cccb70e9078c-001708e2,,5216.52,-16322,16200,19800,Column Rectangular Concrete_HERA22,Rectangle,500,500
f7f842eb-c0f0-424a-94d0-cccb70e9078c-0017090a,,13606.52,-8171.54,16200,19800,Column Rectangular Concrete_HERA22,Rectangle,500,500
f7f842eb-c0f0-424a-94d0-cccb70e9078c-0017092e,,17256.52,-5172,16200,19800,Column Rectangular Concrete_HERA22,Rectangle,500,500
4837061a-48a5-4f87-94e3-5ce4e97f96b0-00170ca2,,5216.52,-16322,19900,23030,Column Rectangular Concrete_HERA22,Rectangle,500,500
90b52293-114b-4eb9-ab75-568834a7ee11-0018bb72,,41856.52,-2272,20250,26300,Column Rectangular Concrete_HERA22,Rectangle,1000,1000
90b52293-114b-4eb9-ab75-568834a7ee11-0018bb73,,41856.52,-2272,26550,29550.11,Column Rectangular Concrete_HERA22,Rectangle,800,1000
90b52293-114b-4eb9-ab75-568834a7ee11-0018bb74,,41856.52,-2272,13050,16350.17,Column Rectangular Concrete_HERA22,Rectangle,800,1000
90b52293-114b-4eb9-ab75-568834a7ee11-0018bbcb,,41856.52,-2272,16350.17,19835,Column Rectangular Concrete_HERA22,Rectangle,800,1000
90b52293-114b-4eb9-ab75-568834a7ee11-0018bbcc,,41856.52,-2272,29550.11,32549.92,Column Rectangular Concrete_HERA22,Rectangle,800,1000
90b52293-114b-4eb9-ab75-568834a7ee11-0018bbcd,,41856.52,-2272,32549.92,35550.03,Column Rectangular Concrete_HERA22,Rectangle,800,1000
90b52293-114b-4eb9-ab75-568834a7ee11-0018bbce,,41856.52,-2272,35550.03,39260,Column Rectangular Concrete_HERA22,Rectangle,800,1000
2740492a-8e75-4cc4-8b4e-01349014726c-0018f00b,,41856.52,-2272,40900,44350.03,Column Circular Concrete_HERA22,Circular,750,0
2740492a-8e75-4cc4-8b4e-01349014726c-0018f042,,41856.52,-2272,44350,47800.03,Column Circular Concrete_HERA22,Circular,750,0
2740492a-8e75-4cc4-8b4e-01349014726c-0018f047,,41856.52,-2272,47800,51250.03,Column Circular Concrete_HERA22,Circular,750,0
2740492a-8e75-4cc4-8b4e-01349014726c-0018f04c,,41856.52,-2272,51250,54700.03,Column Circular Concrete_HERA22,Circular,750,0
2740492a-8e75-4cc4-8b4e-01349014726c-0018f051,,41856.52,-2272,54700,58150.03,Column Circular Concrete_HERA22,Circular,750,0
2740492a-8e75-4cc4-8b4e-01349014726c-0018f056,,41856.52,-2272,58150,61600.03,Column Circular Concrete_HERA22,Circular,750,0
2740492a-8e75-4cc4-8b4e-01349014726c-0018f05b,,41856.52,-2272,61600,65050.03,Column Circular Concrete_HERA22,Circular,750,0
2740492a-8e75-4cc4-8b4e-01349014726c-0018f060,,41856.52,-2272,65050,68500.03,Column Circular Concrete_HERA22,Circular,750,0
2740492a-8e75-4cc4-8b4e-01349014726c-0018f065,,41856.52,-2272,68500,71950.03,Column Circular Concrete_HERA22,Circular,750,0
2740492a-8e75-4cc4-8b4e-01349014726c-0018f06a,,41856.52,-2272,71950,75400.03,Column Circular Concrete_HERA22,Circular,750,0
2740492a-8e75-4cc4-8b4e-01349014726c-0018f06f,,41856.52,-2272,75400,78850.03,Column Circular Concrete_HERA22,Circular,750,0
2740492a-8e75-4cc4-8b4e-01349014726c-0018f074,,41856.52,-2272,78850,82300.03,Column Circular Concrete_HERA22,Circular,750,0
2740492a-8e75-4cc4-8b4e-01349014726c-0018f079,,41856.52,-2272,82300,85750.03,Column Circular Concrete_HERA22,Circular,750,0
2740492a-8e75-4cc4-8b4e-01349014726c-0018f07e,,41856.52,-2272,85750,89200.03,Column Circular Concrete_HERA22,Circular,750,0
2740492a-8e75-4cc4-8b4e-01349014726c-0018f083,,41856.52,-2272,89200,92650.03,Column Circular Concrete_HERA22,Circular,750,0
2740492a-8e75-4cc4-8b4e-01349014726c-0018f088,,41856.52,-2272,92650,96100.03,Column Circular Concrete_HERA22,Circular,750,0
2740492a-8e75-4cc4-8b4e-01349014726c-0018f08d,,41856.52,-2272,96100,99550.03,Column Circular Concrete_HERA22,Circular,750,0
2740492a-8e75-4cc4-8b4e-01349014726c-0018f092,,41856.52,-2272,99550,103000.03,Column Circular Concrete_HERA22,Circular,750,0
2740492a-8e75-4cc4-8b4e-01349014726c-0018f097,,41856.52,-2272,103000,106450.03,Column Circular Concrete_HERA22,Circular,750,0
2740492a-8e75-4cc4-8b4e-01349014726c-0018f09c,,41856.52,-2272,106450,109900.03,Column Circular Concrete_HERA22,Circular,750,0
2740492a-8e75-4cc4-8b4e-01349014726c-0018f0a1,,41856.52,-2272,109900,113350.03,Column Circular Concrete_HERA22,Circular,750,0
2740492a-8e75-4cc4-8b4e-01349014726c-0018f0a6,,41856.52,-2272,113350,116800.03,Column Circular Concrete_HERA22,Circular,750,0
2740492a-8e75-4cc4-8b4e-01349014726c-0018f0ab,,41856.52,-2272,116800,120250.03,Column Circular Concrete_HERA22,Circular,750,0
2740492a-8e75-4cc4-8b4e-01349014726c-0018f0b0,,41856.52,-2272,120250,123700.03,Column Circular Concrete_HERA22,Circular,750,0
2740492a-8e75-4cc4-8b4e-01349014726c-0018f0b5,,41856.52,-2272,123700,127150.03,Column Circular Concrete_HERA22,Circular,750,0
2740492a-8e75-4cc4-8b4e-01349014726c-0018f0ba,,41856.52,-2272,127150,130600.03,Column Circular Concrete_HERA22,Circular,750,0
2740492a-8e75-4cc4-8b4e-01349014726c-0018f0bf,,41856.52,-2272,130600,134050.03,Column Circular Concrete_HERA22,Circular,750,0
2740492a-8e75-4cc4-8b4e-01349014726c-0018f0c4,,41856.52,-2272,134050,138800.03,Column Circular Concrete_HERA22,Circular,750,0
2740492a-8e75-4cc4-8b4e-01349014726c-0018f0c9,,41856.52,-2272,138800,141500.03,Column Circular Concrete_HERA22,Circular,750,0
2740492a-8e75-4cc4-8b4e-01349014726c-0018f0ce,,41856.52,-2272,141500,146650.03,Column Circular Concrete_HERA22,Circular,750,0
