,NAME,PROPNAME,STORY,X,Y,POINT 2X,POINT 2Y,Label,Z Base,Level,ret,Section
59,238,CC_1000x800_N80,L4,22.555,10.4,32.55,22.555,C99,35.550000000000004,L4,0,CC_1000x800_N80
60,239,CC_1000x800_N80,L3,22.555,7.5,29.55,22.555,C98,32.55,L3,0,CC_1000x800_N80
61,240,CC_1000x800_N80,L3,22.555,10.4,29.55,22.555,C99,32.55,L3,0,CC_1000x800_N80
62,241,CC_1000x800_N80,L2,22.555,7.5,26.55,22.555,C98,29.55,L2,0,CC_1000x800_N80
63,242,CC_1000x800_N80,L2,22.555,10.4,26.55,22.555,C99,29.55,L2,0,CC_1000x800_N80
64,243,CC_1000x1000_N65,L1,22.555,7.5,23.28,22.555,C98,26.55,L1,0,CC_1000x1000_N65
65,244,CC_1000x1000_N65,L1,22.555,10.4,23.28,22.555,C99,26.55,L1,0,CC_1000x1000_N65
66,245,CC_1000x1000_N65,MEZZ,22.555,7.5,20.05,22.555,C98,23.28,MEZZ,0,CC_1000x1000_N65
67,246,CC_1000x1000_N65,MEZZ,22.555,10.4,20.05,22.555,C99,23.28,MEZZ,0,CC_1000x1000_N65
68,247,CC_1000x800_N80,GL,22.555,7.5,16.35,22.555,C98,20.05,GL,0,CC_1000x800_N80
69,248,CC_1000x800_N80,GL,22.555,10.4,16.35,22.555,C99,20.05,GL,0,CC_1000x800_N80
70,249,CC_1000x300_N65,B1,31.1,7.5,13.25,31.1,C100,16.35,B1,0,CC_1000x300_N65
71,250,CC_1000x300_N65,B1,31.1,10.4,13.25,31.1,C101,16.35,B1,0,CC_1000x300_N65
72,251,CC_1000x300_N65,L5,31.1,7.5,35.550000000000004,31.1,C100,40.9,L5,0,CC_1000x300_N65
73,252,CC_1000x300_N65,L5,31.1,10.4,35.550000000000004,31.1,C101,40.9,L5,0,CC_1000x300_N65
74,253,CC_1000x300_N65,L4,31.1,7.5,32.55,31.1,C100,35.550000000000004,L4,0,CC_1000x300_N65
75,254,CC_1000x300_N65,L4,31.1,10.4,32.55,31.1,C101,35.550000000000004,L4,0,CC_1000x300_N65
76,255,CC_1000x300_N65,L3,31.1,7.5,29.55,31.1,C100,32.55,L3,0,CC_1000x300_N65
77,256,CC_1000x300_N65,L3,31.1,10.4,29.55,31.1,C101,32.55,L3,0,CC_1000x300_N65
78,257,CC_1000x300_N65,L2,31.1,7.5,26.55,31.1,C100,29.55,L2,0,CC_1000x300_N65
79,258,CC_1000x300_N65,L2,31.1,10.4,26.55,31.1,C101,29.55,L2,0,CC_1000x300_N65
80,259,CC_1000x1000_N65,L1,31.1,7.5,23.28,31.1,C100,26.55,L1,0,CC_1000x1000_N65
81,260,CC_1000x1000_N65,L1,31.1,10.4,23.28,31.1,C101,26.55,L1,0,CC_1000x1000_N65
82,261,CC_1000x1000_N65,MEZZ,31.1,7.5,20.05,31.1,C100,23.28,MEZZ,0,CC_1000x1000_N65
83,262,CC_1000x1000_N65,MEZZ,31.1,10.4,20.05,31.1,C101,23.28,MEZZ,0,CC_1000x1000_N65
84,263,CC_1000x300_N65,GL,31.1,7.5,16.35,31.1,C100,20.05,GL,0,CC_1000x300_N65
85,264,CC_1000x300_N65,GL,31.1,10.4,16.35,31.1,C101,20.05,GL,0,CC_1000x300_N65
86,265,CC_1000x1000_N65,L1,39.9,7.5,23.28,39.9,C9,26.55,L1,0,CC_1000x1000_N65
87,266,CC_1000x1000_N65,L1,39.9,10.4,23.28,39.9,C117,26.55,L1,0,CC_1000x1000_N65
88,267,CC_1000x300_N65,L2,39.9,7.5,26.55,39.9,C9,29.55,L2,0,CC_1000x300_N65
89,268,CC_1000x300_N65,L2,39.9,10.4,26.55,39.9,C117,29.55,L2,0,CC_1000x300_N65
90,269,CC_1000x300_N65,L5,39.9,7.5,35.550000000000004,39.9,C9,40.9,L5,0,CC_1000x300_N65
91,270,CC_1000x300_N65,L5,39.9,10.4,35.550000000000004,39.9,C117,40.9,L5,0,CC_1000x300_N65
92,271,CC_1000x300_N65,L4,39.9,7.5,32.55,39.9,C9,35.550000000000004,L4,0,CC_1000x300_N65
93,272,CC_1000x300_N65,L4,39.9,10.4,32.55,39.9,C117,35.550000000000004,L4,0,CC_1000x300_N65
94,273,CC_1000x300_N65,L3,39.9,7.5,29.55,39.9,C9,32.55,L3,0,CC_1000x300_N65
95,274,CC_1000x300_N65,L3,39.9,10.4,29.55,39.9,C117,32.55,L3,0,CC_1000x300_N65
96,275,CC_1000x500_N80,B1,40.61,-0.025,13.25,40.61,C104,16.35,B1,0,CC_1000x500_N80
97,276,CC_1000x300_N65,L5,40.61,-0.025,35.550000000000004,40.61,C104,40.9,L5,0,CC_1000x300_N65
98,277,CC_1000x300_N65,L4,40.61,-0.025,32.55,40.61,C104,35.550000000000004,L4,0,CC_1000x300_N65
99,278,CC_1000x300_N65,L3,40.61,-0.025,29.55,40.61,C104,32.55,L3,0,CC_1000x300_N65
100,279,CC_1000x300_N65,L2,40.61,-0.025,26.55,40.61,C104,29.55,L2,0,CC_1000x300_N65
101,280,CC_1000x500_N80,L1,40.61,-0.025,23.28,40.61,C104,26.55,L1,0,CC_1000x500_N80
102,281,CC_1000x500_N80,MEZZ,40.61,-0.025,20.05,40.61,C104,23.28,MEZZ,0,CC_1000x500_N80
103,282,CC_1000x500_N80,GL,40.61,-0.025,16.35,40.61,C104,20.05,GL,0,CC_1000x500_N80
104,283,CC_1000x500_N80,B1,40.61,-8.3,13.25,40.61,C105,16.35,B1,0,CC_1000x500_N80
105,284,CC_1000x300_N65,L5,40.61,-8.3,35.550000000000004,40.61,C105,40.9,L5,0,CC_1000x300_N65
106,285,CC_1000x300_N65,L4,40.61,-8.3,32.55,40.61,C105,35.550000000000004,L4,0,CC_1000x300_N65
107,286,CC_1000x300_N65,L3,40.61,-8.3,29.55,40.61,C105,32.55,L3,0,CC_1000x300_N65
108,287,CC_1000x300_N65,L2,40.61,-8.3,26.55,40.61,C105,29.55,L2,0,CC_1000x300_N65
109,288,CC_1000x500_N80,L1,40.61,-8.3,23.28,40.61,C105,26.55,L1,0,CC_1000x500_N80
110,289,CC_1000x500_N80,MEZZ,40.61,-8.3,20.05,40.61,C105,23.28,MEZZ,0,CC_1000x500_N80
111,290,CC_1000x500_N80,GL,40.61,-8.3,16.35,40.61,C105,20.05,GL,0,CC_1000x500_N80
112,291,CC_1000x800_N80,L5,28.45,-0.15,35.550000000000004,28.45,C106,40.9,L5,0,CC_1000x800_N80
113,292,CC_1000x800_N80,L5,32.11,-0.15,35.550000000000004,32.11,C107,40.9,L5,0,CC_1000x800_N80
114,293,CC_1000x800_N80,L4,28.45,-0.15,32.55,28.45,C106,35.550000000000004,L4,0,CC_1000x800_N80
115,294,CC_1000x800_N80,L4,32.11,-0.15,32.55,32.11,C107,35.550000000000004,L4,0,CC_1000x800_N80
116,295,CC_1000x800_N80,L3,28.45,-0.15,29.55,28.45,C106,32.55,L3,0,CC_1000x800_N80
117,296,CC_1000x800_N80,L3,32.11,-0.15,29.55,32.11,C107,32.55,L3,0,CC_1000x800_N80
118,297,CC_1000x800_N80,L2,28.45,-0.15,26.55,28.45,C106,29.55,L2,0,CC_1000x800_N80
119,298,CC_1000x800_N80,L2,32.11,-0.15,26.55,32.11,C107,29.55,L2,0,CC_1000x800_N80
120,299,CC_1000x800_N80,L1,28.45,-0.15,23.28,28.45,C106,26.55,L1,0,CC_1000x800_N80
121,300,CC_1000x800_N80,L1,32.11,-0.15,23.28,32.11,C107,26.55,L1,0,CC_1000x800_N80
122,301,CC_1000x800_N80,MEZZ,28.45,-0.15,20.05,28.45,C106,23.28,MEZZ,0,CC_1000x800_N80
123,302,CC_1000x800_N80,MEZZ,32.11,-0.15,20.05,32.11,C107,23.28,MEZZ,0,CC_1000x800_N80
124,303,CC_1000x800_N80,GL,28.45,-0.15,16.35,28.45,C106,20.05,GL,0,CC_1000x800_N80
125,304,CC_1000x800_N80,GL,32.11,-0.15,16.35,32.11,C107,20.05,GL,0,CC_1000x800_N80
126,305,CC_1000x800_N80,B1,28.45,-0.15,13.25,28.45,C106,16.35,B1,0,CC_1000x800_N80
127,306,CC_1000x800_N80,B1,32.11,-0.15,13.25,32.11,C107,16.35,B1,0,CC_1000x800_N80
128,307,CC_1000x800_N80,B1,17.8,-0.15,13.25,17.8,C108,16.35,B1,0,CC_1000x800_N80
129,308,CC_1000x800_N80,B1,20.7,-0.15,13.25,20.7,C109,16.35,B1,0,CC_1000x800_N80
130,309,CC_1000x800_N80,L5,17.8,-0.15,35.550000000000004,17.8,C108,40.9,L5,0,CC_1000x800_N80
131,310,CC_1000x800_N80,L5,20.7,-0.15,35.550000000000004,20.7,C109,40.9,L5,0,CC_1000x800_N80
132,311,CC_1000x800_N80,L4,17.8,-0.15,32.55,17.8,C108,35.550000000000004,L4,0,CC_1000x800_N80
133,312,CC_1000x800_N80,L4,20.7,-0.15,32.55,20.7,C109,35.550000000000004,L4,0,CC_1000x800_N80
134,313,CC_1000x800_N80,L3,17.8,-0.15,29.55,17.8,C108,32.55,L3,0,CC_1000x800_N80
135,314,CC_1000x800_N80,L3,20.7,-0.15,29.55,20.7,C109,32.55,L3,0,CC_1000x800_N80
136,315,CC_1000x800_N80,L2,17.8,-0.15,26.55,17.8,C108,29.55,L2,0,CC_1000x800_N80
137,316,CC_1000x800_N80,L2,20.7,-0.15,26.55,20.7,C109,29.55,L2,0,CC_1000x800_N80
138,317,CC_1000x1000_N65,L1,17.8,-0.15,23.28,17.8,C108,26.55,L1,0,CC_1000x1000_N65
139,318,CC_1000x1000_N65,L1,20.7,-0.15,23.28,20.7,C109,26.55,L1,0,CC_1000x1000_N65
140,319,CC_1000x1000_N65,MEZZ,17.8,-0.15,20.05,17.8,C108,23.28,MEZZ,0,CC_1000x1000_N65
141,320,CC_1000x1000_N65,MEZZ,20.7,-0.15,20.05,20.7,C109,23.28,MEZZ,0,CC_1000x1000_N65
142,321,CC_1000x800_N80,GL,17.8,-0.15,16.35,17.8,C108,20.05,GL,0,CC_1000x800_N80
143,322,CC_1000x800_N80,GL,20.7,-0.15,16.35,20.7,C109,20.05,GL,0,CC_1000x800_N80
144,324,CC_1000x800_N80,L5,9.4,-7.07,35.550000000000004,9.4,C110,40.9,L5,0,CC_1000x800_N80
145,325,CC_1000x800_N80,L4,9.4,-7.07,32.55,9.4,C110,35.550000000000004,L4,0,CC_1000x800_N80
146,326,CC_1000x800_N80,L3,9.4,-7.07,29.55,9.4,C110,32.55,L3,0,CC_1000x800_N80
147,327,CC_1000x800_N80,L2,9.4,-7.07,26.55,9.4,C110,29.55,L2,0,CC_1000x800_N80
148,328,CC_1000x800_N80,L1,9.4,-7.07,23.28,9.4,C110,26.55,L1,0,CC_1000x800_N80
149,329,CC_1000x800_N80,MEZZ,9.4,-7.07,20.05,9.4,C110,23.28,MEZZ,0,CC_1000x800_N80
150,330,CC_1000x800_N80,GL,9.4,-7.07,16.35,9.4,C110,20.05,GL,0,CC_1000x800_N80
151,332,CC_1000x800_N80,L5,9.4,0.0,35.550000000000004,9.4,C111,40.9,L5,0,CC_1000x800_N80
152,333,CC_1000x800_N80,L4,9.4,0.0,32.55,9.4,C111,35.550000000000004,L4,0,CC_1000x800_N80
153,334,CC_1000x800_N80,L3,9.4,0.0,29.55,9.4,C111,32.55,L3,0,CC_1000x800_N80
154,335,CC_1000x800_N80,L2,9.4,0.0,26.55,9.4,C111,29.55,L2,0,CC_1000x800_N80
155,336,CC_1000x800_N80,L1,9.4,0.0,23.28,9.4,C111,26.55,L1,0,CC_1000x800_N80
156,337,CC_1000x800_N80,MEZZ,9.4,0.0,20.05,9.4,C111,23.28,MEZZ,0,CC_1000x800_N80
157,338,CC_1000x800_N80,GL,9.4,0.0,16.35,9.4,C111,20.05,GL,0,CC_1000x800_N80
158,339,CC_1000x500_N80,B1,9.4,-15.69,13.25,9.4,C112,16.35,B1,0,CC_1000x500_N80
159,340,CC_1000x500_N80,B1,1.0,-15.69,13.25,1.0,C113,16.35,B1,0,CC_1000x500_N80
160,341,CC_1000x500_N80,B1,-1.69,-15.69,13.25,-1.69,C114,16.35,B1,0,CC_1000x500_N80
161,342,CC_1000x500_N80,B1,-10.09,-15.69,13.25,-10.09,C115,16.35,B1,0,CC_1000x500_N80
162,343,CC_1000x500_N80,L5,9.4,-15.69,35.550000000000004,9.4,C112,40.9,L5,0,CC_1000x500_N80
163,344,CC_1000x500_N80,L5,1.0,-15.69,35.550000000000004,1.0,C113,40.9,L5,0,CC_1000x500_N80
164,345,CC_1000x500_N80,L5,-1.69,-15.69,35.550000000000004,-1.69,C114,40.9,L5,0,CC_1000x500_N80
165,346,CC_1000x500_N80,L5,-10.09,-15.69,35.550000000000004,-10.09,C115,40.9,L5,0,CC_1000x500_N80
166,347,CC_1000x500_N80,L4,9.4,-15.69,32.55,9.4,C112,35.550000000000004,L4,0,CC_1000x500_N80
167,348,CC_1000x500_N80,L4,1.0,-15.69,32.55,1.0,C113,35.550000000000004,L4,0,CC_1000x500_N80
168,349,CC_1000x500_N80,L4,-1.69,-15.69,32.55,-1.69,C114,35.550000000000004,L4,0,CC_1000x500_N80
169,350,CC_1000x500_N80,L4,-10.09,-15.69,32.55,-10.09,C115,35.550000000000004,L4,0,CC_1000x500_N80
170,351,CC_1000x500_N80,L3,9.4,-15.69,29.55,9.4,C112,32.55,L3,0,CC_1000x500_N80
171,352,CC_1000x500_N80,L3,1.0,-15.69,29.55,1.0,C113,32.55,L3,0,CC_1000x500_N80
172,353,CC_1000x500_N80,L3,-1.69,-15.69,29.55,-1.69,C114,32.55,L3,0,CC_1000x500_N80
173,354,CC_1000x500_N80,L3,-10.09,-15.69,29.55,-10.09,C115,32.55,L3,0,CC_1000x500_N80
174,355,CC_1000x500_N80,L2,9.4,-15.69,26.55,9.4,C112,29.55,L2,0,CC_1000x500_N80
175,356,CC_1000x500_N80,L2,1.0,-15.69,26.55,1.0,C113,29.55,L2,0,CC_1000x500_N80
176,357,CC_1000x500_N80,L2,-1.69,-15.69,26.55,-1.69,C114,29.55,L2,0,CC_1000x500_N80
177,358,CC_1000x500_N80,L2,-10.09,-15.69,26.55,-10.09,C115,29.55,L2,0,CC_1000x500_N80
178,359,CC_1000x500_N80,L1,9.4,-15.69,23.28,9.4,C112,26.55,L1,0,CC_1000x500_N80
179,360,CC_1000x500_N80,L1,1.0,-15.69,23.28,1.0,C113,26.55,L1,0,CC_1000x500_N80
180,361,CC_1000x500_N80,L1,-1.69,-15.69,23.28,-1.69,C114,26.55,L1,0,CC_1000x500_N80
181,362,CC_1000x500_N80,L1,-10.09,-15.69,23.28,-10.09,C115,26.55,L1,0,CC_1000x500_N80
182,363,CC_1000x500_N80,MEZZ,9.4,-15.69,20.05,9.4,C112,23.28,MEZZ,0,CC_1000x500_N80
183,364,CC_1000x500_N80,MEZZ,1.0,-15.69,20.05,1.0,C113,23.28,MEZZ,0,CC_1000x500_N80
184,365,CC_1000x500_N80,MEZZ,-1.69,-15.69,20.05,-1.69,C114,23.28,MEZZ,0,CC_1000x500_N80
185,366,CC_1000x500_N80,MEZZ,-10.09,-15.69,20.05,-10.09,C115,23.28,MEZZ,0,CC_1000x500_N80
186,367,CC_1000x500_N80,GL,9.4,-15.69,16.35,9.4,C112,20.05,GL,0,CC_1000x500_N80
187,368,CC_1000x500_N80,GL,1.0,-15.69,16.35,1.0,C113,20.05,GL,0,CC_1000x500_N80
188,369,CC_1000x500_N80,GL,-1.69,-15.69,16.35,-1.69,C114,20.05,GL,0,CC_1000x500_N80
189,370,CC_1000x500_N80,GL,-10.09,-15.69,16.35,-10.09,C115,20.05,GL,0,CC_1000x500_N80
190,371,CC_1000x1000_N65,B1,-22.909966666666666,-0.7,13.25,-22.909966666666666,C103,16.35,B1,0,CC_1000x1000_N65
191,372,CC_1000x1000_N65,B1,-18.299966666666663,-0.7,13.25,-18.299966666666663,C102,16.35,B1,0,CC_1000x1000_N65
192,373,CC_1000x500_N80,L5,-22.909966666666666,-0.7,35.550000000000004,-22.909966666666666,C103,40.9,L5,0,CC_1000x500_N80
193,374,CC_1000x800_N80,L5,-18.299966666666663,-0.7,35.550000000000004,-18.299966666666663,C102,40.9,L5,0,CC_1000x800_N80
194,375,CC_1000x500_N80,L4,-22.909966666666666,-0.7,32.55,-22.909966666666666,C103,35.550000000000004,L4,0,CC_1000x500_N80
195,377,CC_1000x800_N80,L4,-18.299966666666663,-0.7,32.55,-18.299966666666663,C102,35.550000000000004,L4,0,CC_1000x800_N80
196,378,CC_1000x500_N80,L3,-22.909966666666666,-0.7,29.55,-22.909966666666666,C103,32.55,L3,0,CC_1000x500_N80
197,379,CC_1000x800_N80,L3,-18.299966666666663,-0.7,29.55,-18.299966666666663,C102,32.55,L3,0,CC_1000x800_N80
198,380,CC_1000x500_N80,L2,-22.909966666666666,-0.7,26.55,-22.909966666666666,C103,29.55,L2,0,CC_1000x500_N80
199,381,CC_1000x800_N80,L2,-18.299966666666663,-0.7,26.55,-18.299966666666663,C102,29.55,L2,0,CC_1000x800_N80
200,382,CC_1000x1000_N65,L1,-22.909966666666666,-0.7,23.28,-22.909966666666666,C103,26.55,L1,0,CC_1000x1000_N65
201,383,CC_1000x1000_N65,L1,-18.299966666666663,-0.7,23.28,-18.299966666666663,C102,26.55,L1,0,CC_1000x1000_N65
202,384,CC_1000x1000_N65,MEZZ,-22.909966666666666,-0.7,20.05,-22.909966666666666,C103,23.28,MEZZ,0,CC_1000x1000_N65
203,385,CC_1000x1000_N65,MEZZ,-18.299966666666663,-0.7,20.05,-18.299966666666663,C102,23.28,MEZZ,0,CC_1000x1000_N65
204,386,CC_1000x1000_N65,GL,-22.909966666666666,-0.7,16.35,-22.909966666666666,C103,20.05,GL,0,CC_1000x1000_N65
205,387,CC_1000x1000_N65,GL,-18.299966666666663,-0.7,16.35,-18.299966666666663,C102,20.05,GL,0,CC_1000x1000_N65
206,388,CC_1000x1000_N65,B1,-22.909966666666666,-9.35,13.25,-22.909966666666666,C118,16.35,B1,0,CC_1000x1000_N65
207,389,CC_1000x1000_N65,B1,-18.299966666666663,-9.35,13.25,-18.299966666666663,C119,16.35,B1,0,CC_1000x1000_N65
208,390,CC_1000x500_N80,L5,-22.909966666666666,-9.35,35.550000000000004,-22.909966666666666,C118,40.9,L5,0,CC_1000x500_N80
209,391,CC_1000x800_N80,L5,-18.299966666666663,-9.35,35.550000000000004,-18.299966666666663,C119,40.9,L5,0,CC_1000x800_N80
210,392,CC_1000x500_N80,L4,-22.909966666666666,-9.35,32.55,-22.909966666666666,C118,35.550000000000004,L4,0,CC_1000x500_N80
211,393,CC_1000x800_N80,L4,-18.299966666666663,-9.35,32.55,-18.299966666666663,C119,35.550000000000004,L4,0,CC_1000x800_N80
212,394,CC_1000x500_N80,L3,-22.909966666666666,-9.35,29.55,-22.909966666666666,C118,32.55,L3,0,CC_1000x500_N80
213,395,CC_1000x800_N80,L3,-18.299966666666663,-9.35,29.55,-18.299966666666663,C119,32.55,L3,0,CC_1000x800_N80
214,396,CC_1000x500_N80,L2,-22.909966666666666,-9.35,26.55,-22.909966666666666,C118,29.55,L2,0,CC_1000x500_N80
215,397,CC_1000x800_N80,L2,-18.299966666666663,-9.35,26.55,-18.299966666666663,C119,29.55,L2,0,CC_1000x800_N80
216,398,CC_1000x1000_N65,L1,-22.909966666666666,-9.35,23.28,-22.909966666666666,C118,26.55,L1,0,CC_1000x1000_N65
217,399,CC_1000x1000_N65,L1,-18.299966666666663,-9.35,23.28,-18.299966666666663,C119,26.55,L1,0,CC_1000x1000_N65
218,400,CC_1000x1000_N65,MEZZ,-22.909966666666666,-9.35,20.05,-22.909966666666666,C118,23.28,MEZZ,0,CC_1000x1000_N65
219,401,CC_1000x1000_N65,MEZZ,-18.299966666666663,-9.35,20.05,-18.299966666666663,C119,23.28,MEZZ,0,CC_1000x1000_N65
220,402,CC_1000x1000_N65,GL,-22.909966666666666,-9.35,16.35,-22.909966666666666,C118,20.05,GL,0,CC_1000x1000_N65
221,403,CC_1000x1000_N65,GL,-18.299966666666663,-9.35,16.35,-18.299966666666663,C119,20.05,GL,0,CC_1000x1000_N65
222,404,CC_1000x1000_N65,B1,-22.910866666666667,-14.52,13.25,-22.910866666666667,C120,16.35,B1,0,CC_1000x1000_N65
223,405,CC_1000x1000_N65,B1,-18.300866666666664,-14.52,13.25,-18.300866666666664,C121,16.35,B1,0,CC_1000x1000_N65
224,406,CC_1000x500_N80,L5,-22.910866666666667,-14.52,35.550000000000004,-22.910866666666667,C120,40.9,L5,0,CC_1000x500_N80
225,407,CC_1000x500_N80,L5,-18.300866666666664,-14.52,35.550000000000004,-18.300866666666664,C121,40.9,L5,0,CC_1000x500_N80
226,408,CC_1000x500_N80,L4,-22.910866666666667,-14.52,32.55,-22.910866666666667,C120,35.550000000000004,L4,0,CC_1000x500_N80
227,409,CC_1000x500_N80,L4,-18.300866666666664,-14.52,32.55,-18.300866666666664,C121,35.550000000000004,L4,0,CC_1000x500_N80
228,410,CC_2000x500_N80,L3,-22.910866666666667,-14.52,29.55,-22.910866666666667,C120,32.55,L3,0,CC_2000x500_N80
229,411,CC_1000x500_N80,L3,-18.300866666666664,-14.52,29.55,-18.300866666666664,C121,32.55,L3,0,CC_1000x500_N80
230,412,CC_2000x500_N80,L2,-22.910866666666667,-14.52,26.55,-22.910866666666667,C120,29.55,L2,0,CC_2000x500_N80
231,413,CC_1000x500_N80,L2,-18.300866666666664,-14.52,26.55,-18.300866666666664,C121,29.55,L2,0,CC_1000x500_N80
232,414,CC_1000x1000_N65,L1,-22.910866666666667,-14.52,23.28,-22.910866666666667,C120,26.55,L1,0,CC_1000x1000_N65
233,415,CC_1000x1000_N65,L1,-18.300866666666664,-14.52,23.28,-18.300866666666664,C121,26.55,L1,0,CC_1000x1000_N65
234,416,CC_1000x1000_N65,MEZZ,-22.910866666666667,-14.52,20.05,-22.910866666666667,C120,23.28,MEZZ,0,CC_1000x1000_N65
235,417,CC_1000x1000_N65,MEZZ,-18.300866666666664,-14.52,20.05,-18.300866666666664,C121,23.28,MEZZ,0,CC_1000x1000_N65
236,418,CC_1000x1000_N65,GL,-22.910866666666667,-14.52,16.35,-22.910866666666667,C120,20.05,GL,0,CC_1000x1000_N65
237,419,CC_1000x1000_N65,GL,-18.300866666666664,-14.52,16.35,-18.300866666666664,C121,20.05,GL,0,CC_1000x1000_N65
238,423,CC_1000x500_N80,B1,27.55,-9.450000000000001,13.25,27.55,C74,16.35,B1,0,CC_1000x500_N80
239,424,CC_1000x500_N80,L5,27.55,-9.450000000000001,35.550000000000004,27.55,C74,40.9,L5,0,CC_1000x500_N80
240,425,CC_1000x500_N80,L4,27.55,-9.450000000000001,32.55,27.55,C74,35.550000000000004,L4,0,CC_1000x500_N80
241,426,CC_1000x500_N80,L3,27.55,-9.450000000000001,29.55,27.55,C74,32.55,L3,0,CC_1000x500_N80
242,427,CC_1000x500_N80,L2,27.55,-9.450000000000001,26.55,27.55,C74,29.55,L2,0,CC_1000x500_N80
243,428,CC_1000x500_N80,L1,27.55,-9.450000000000001,23.28,27.55,C74,26.55,L1,0,CC_1000x500_N80
244,429,CC_1000x500_N80,MEZZ,27.55,-9.450000000000001,20.05,27.55,C74,23.28,MEZZ,0,CC_1000x500_N80
245,430,CC_1000x500_N80,GL,27.55,-9.450000000000001,16.35,27.55,C74,20.05,GL,0,CC_1000x500_N80
246,431,CC_1000x500_N80,MEZZ,18.400000000000002,-17.165,20.05,18.400000000000002,C125,23.28,MEZZ,0,CC_1000x500_N80
247,432,CC_1000x500_N80,L5,18.400000000000002,-17.165,35.550000000000004,18.400000000000002,C125,40.9,L5,0,CC_1000x500_N80
248,433,CC_1000x500_N80,L4,18.400000000000002,-17.165,32.55,18.400000000000002,C125,35.550000000000004,L4,0,CC_1000x500_N80
249,434,CC_1000x500_N80,L3,18.400000000000002,-17.165,29.55,18.400000000000002,C125,32.55,L3,0,CC_1000x500_N80
250,435,CC_1000x500_N80,L2,18.400000000000002,-17.165,26.55,18.400000000000002,C125,29.55,L2,0,CC_1000x500_N80
251,436,CC_1000x500_N80,L1,18.400000000000002,-17.165,23.28,18.400000000000002,C125,26.55,L1,0,CC_1000x500_N80
252,437,CC_1000x1000_N65,GL,-19.990000000000002,5.8,16.35,-19.990000000000002,C126,20.05,GL,0,CC_1000x1000_N65
253,438,CC_1000x1000_N65,L1,-19.990000000000002,5.8,23.28,-19.990000000000002,C126,26.55,L1,0,CC_1000x1000_N65
254,439,CC_1000x1000_N65,MEZZ,-19.990000000000002,5.8,20.05,-19.990000000000002,C126,23.28,MEZZ,0,CC_1000x1000_N65
255,584,CC_1000x800_N80,L5,-17.902,10.4,35.550000000000004,-17.902,C127,40.9,L5,0,CC_1000x800_N80
256,585,CC_1000x800_N80,L4,-17.902,10.4,32.55,-17.902,C127,35.550000000000004,L4,0,CC_1000x800_N80
257,586,CC_1000x800_N80,L5,-10.09,0.0,35.550000000000004,-10.09,C122,40.9,L5,0,CC_1000x800_N80
258,587,CC_1000x800_N80,L5,-10.09,-6.2,35.550000000000004,-10.09,C123,40.9,L5,0,CC_1000x800_N80
259,588,CC_1000x800_N80,L4,-10.09,0.0,32.55,-10.09,C122,35.550000000000004,L4,0,CC_1000x800_N80
260,589,CC_1000x800_N80,L4,-10.09,-6.2,32.55,-10.09,C123,35.550000000000004,L4,0,CC_1000x800_N80
261,590,CC_1000x800_N80,L3,-10.09,0.0,29.55,-10.09,C122,32.55,L3,0,CC_1000x800_N80
262,591,CC_1000x800_N80,L3,-10.09,-6.2,29.55,-10.09,C123,32.55,L3,0,CC_1000x800_N80
263,592,CC_1000x800_N80,L2,-10.09,0.0,26.55,-10.09,C122,29.55,L2,0,CC_1000x800_N80
264,593,CC_1000x800_N80,L2,-10.09,-6.2,26.55,-10.09,C123,29.55,L2,0,CC_1000x800_N80
265,594,CC_1000x800_N80,L1,-10.09,0.0,23.28,-10.09,C122,26.55,L1,0,CC_1000x800_N80
266,595,CC_1000x800_N80,L1,-10.09,-6.2,23.28,-10.09,C123,26.55,L1,0,CC_1000x800_N80
267,596,CC_1000x800_N80,MEZZ,-10.09,0.0,20.05,-10.09,C122,23.28,MEZZ,0,CC_1000x800_N80
268,600,CC_1000x800_N80,MEZZ,-10.09,-6.2,20.05,-10.09,C123,23.28,MEZZ,0,CC_1000x800_N80
269,622,CC_1000x800_N80,GL,-10.09,0.0,16.35,-10.09,C122,20.05,GL,0,CC_1000x800_N80
270,623,CC_1000x800_N80,GL,-10.09,-6.2,16.35,-10.09,C123,20.05,GL,0,CC_1000x800_N80
271,638,CC_750DIA_N65,L6,-17.902,10.4,40.9,-17.902,C127,44.35,L6,0,CC_750DIA_N65
272,692,CC_750DIA_N65,L6,18.85,10.4,40.9,18.85,C97,44.35,L6,0,CC_750DIA_N65
273,689,CC_1000x500_N80,L6,-10.09,-6.2,40.9,-10.09,C123,44.35,L6,0,CC_1000x500_N80
274,690,CC_1200x400_N80,L6,-22.909966666666666,-9.35,40.9,-22.909966666666666,C118,44.35,L6,0,CC_1200x400_N80
275,694,CC_1200x400_N80,L6,-22.909966666666666,-0.7,40.9,-22.909966666666666,C103,44.35,L6,0,CC_1200x400_N80
276,696,CC_800x450_N50,L6,-18.296,-14.739,40.9,-18.296,C134,44.35,L6,0,CC_800x450_N50
277,697,CC_800x450_N50,L6,-24.085,-14.753,40.9,-24.085,C135,44.35,L6,0,CC_800x450_N50
278,698,CC_800x450_N50,L6,-10.083,-14.758000000000001,40.9,-10.083,C136,44.35,L6,0,CC_800x450_N50
279,699,CC_800x450_N50,L6,9.153,-14.74,40.9,9.153,C137,44.35,L6,0,CC_800x450_N50
