,NAME,PROPNAME,STORY,X,Y,POINT 2X,POINT 2Y,Label,Z Base,Level,ret,Section
18,197,CC_1200x1200_N65,L4,0.0,7.5,32.55,0.0,C93,35.550000000000004,L4,0,CC_1200x1200_N65
19,198,CC_1200x1200_N65,L3,0.0,7.5,29.55,0.0,C93,32.55,L3,0,CC_1200x1200_N65
20,199,CC_1200x1200_N65,L2,0.0,7.5,26.55,0.0,C93,29.55,L2,0,CC_1200x1200_N65
21,200,CC_1200x1200_N65,L1,0.0,7.5,23.28,0.0,C93,26.55,L1,0,CC_1200x1200_N65
22,201,CC_1000x800_N80,B1,9.4,7.5,13.25,9.4,C94,16.35,B1,0,CC_1000x800_N80
23,202,CC_1000x800_N80,B1,9.4,10.4,13.25,9.4,C95,16.35,B1,0,CC_1000x800_N80
24,203,CC_1000x800_N80,L5,9.4,7.5,35.550000000000004,9.4,C94,40.9,L5,0,CC_1000x800_N80
25,204,CC_1000x800_N80,L5,9.4,10.4,35.550000000000004,9.4,C95,40.9,L5,0,CC_1000x800_N80
26,205,CC_1000x800_N80,L4,9.4,7.5,32.55,9.4,C94,35.550000000000004,L4,0,CC_1000x800_N80
27,206,CC_1000x800_N80,L4,9.4,10.4,32.55,9.4,C95,35.550000000000004,L4,0,CC_1000x800_N80
28,207,CC_1000x800_N80,L3,9.4,7.5,29.55,9.4,C94,32.55,L3,0,CC_1000x800_N80
29,208,CC_1000x800_N80,L3,9.4,10.4,29.55,9.4,C95,32.55,L3,0,CC_1000x800_N80
30,209,CC_1000x800_N80,L2,9.4,7.5,26.55,9.4,C94,29.55,L2,0,CC_1000x800_N80
31,210,CC_1000x800_N80,L2,9.4,10.4,26.55,9.4,C95,29.55,L2,0,CC_1000x800_N80
32,211,CC_1000x1000_N65,L1,9.4,7.5,23.28,9.4,C94,26.55,L1,0,CC_1000x1000_N65
33,212,CC_1000x1000_N65,L1,9.4,10.4,23.28,9.4,C95,26.55,L1,0,CC_1000x1000_N65
34,213,CC_1000x1000_N65,MEZZ,9.4,7.5,20.05,9.4,C94,23.28,MEZZ,0,CC_1000x1000_N65
35,214,CC_1000x1000_N65,MEZZ,9.4,10.4,20.05,9.4,C95,23.28,MEZZ,0,CC_1000x1000_N65
36,215,CC_1000x800_N80,GL,9.4,7.5,16.35,9.4,C94,20.05,GL,0,CC_1000x800_N80
37,216,CC_1000x800_N80,GL,9.4,10.4,16.35,9.4,C95,20.05,GL,0,CC_1000x800_N80
38,217,CC_1000x800_N80,B1,18.85,7.5,13.25,18.85,C96,16.35,B1,0,CC_1000x800_N80
39,218,CC_1000x800_N80,B1,18.85,10.4,13.25,18.85,C97,16.35,B1,0,CC_1000x800_N80
40,219,CC_1000x800_N80,L5,18.85,7.5,35.550000000000004,18.85,C96,40.9,L5,0,CC_1000x800_N80
41,220,CC_1000x800_N80,L5,18.85,10.4,35.550000000000004,18.85,C97,40.9,L5,0,CC_1000x800_N80
42,221,CC_1000x800_N80,L4,18.85,7.5,32.55,18.85,C96,35.550000000000004,L4,0,CC_1000x800_N80
43,222,CC_1000x800_N80,L4,18.85,10.4,32.55,18.85,C97,35.550000000000004,L4,0,CC_1000x800_N80
44,223,CC_1000x800_N80,L3,18.85,7.5,29.55,18.85,C96,32.55,L3,0,CC_1000x800_N80
45,224,CC_1000x800_N80,L3,18.85,10.4,29.55,18.85,C97,32.55,L3,0,CC_1000x800_N80
46,225,CC_1000x800_N80,L2,18.85,7.5,26.55,18.85,C96,29.55,L2,0,CC_1000x800_N80
47,226,CC_1000x800_N80,L2,18.85,10.4,26.55,18.85,C97,29.55,L2,0,CC_1000x800_N80
48,227,CC_1000x1000_N65,L1,18.85,7.5,23.28,18.85,C96,26.55,L1,0,CC_1000x1000_N65
49,228,CC_1000x1000_N65,L1,18.85,10.4,23.28,18.85,C97,26.55,L1,0,CC_1000x1000_N65
50,229,CC_1000x1000_N65,MEZZ,18.85,7.5,20.05,18.85,C96,23.28,MEZZ,0,CC_1000x1000_N65
51,230,CC_1000x1000_N65,MEZZ,18.85,10.4,20.05,18.85,C97,23.28,MEZZ,0,CC_1000x1000_N65
52,231,CC_1000x800_N80,GL,18.85,7.5,16.35,18.85,C96,20.05,GL,0,CC_1000x800_N80
53,232,CC_1000x800_N80,GL,18.85,10.4,16.35,18.85,C97,20.05,GL,0,CC_1000x800_N80
54,233,CC_1000x800_N80,B1,22.555,7.5,13.25,22.555,C98,16.35,B1,0,CC_1000x800_N80
55,234,CC_1000x800_N80,B1,22.555,10.4,13.25,22.555,C99,16.35,B1,0,CC_1000x800_N80
56,235,CC_1000x800_N80,L5,22.555,7.5,35.550000000000004,22.555,C98,40.9,L5,0,CC_1000x800_N80
57,236,CC_1000x800_N80,L5,22.555,10.4,35.550000000000004,22.555,C99,40.9,L5,0,CC_1000x800_N80
58,237,CC_1000x800_N80,L4,22.555,7.5,32.55,22.555,C98,35.550000000000004,L4,0,CC_1000x800_N80
